"Durable Medical Equipment,",,,,
"Prosthetics, Orthotics, and Supplies",,,,
(DMEPOS),,,,
January 2025 Former CBA ZIP Codes ,,,,
,,,,
CBA State,CBA ZIP Code,CBA Name Short,CBA Name,Year/Qtr
TN,37062,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37063,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37064,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37065,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37066,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37067,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37068,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37069,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37070,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37071,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37072,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37073,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37074,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37075,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37076,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37077,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37080,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37082,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37083,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37085,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37086,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37087,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37088,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37089,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37090,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37098,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37115,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37116,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37118,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37119,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37121,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37122,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37127,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37128,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37129,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37130,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37131,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37132,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37133,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37135,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37136,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37137,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37138,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37140,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37141,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37143,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37145,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37146,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37148,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37149,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37150,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37151,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37152,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37153,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37165,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37167,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37172,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37174,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37179,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37181,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37184,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37186,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37187,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37188,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37189,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37201,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37202,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37203,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37204,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37205,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37206,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37207,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37208,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37209,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37210,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37211,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37212,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37213,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37214,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37215,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37216,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37217,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37218,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37219,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37220,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37221,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37222,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37224,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37227,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37228,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37229,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37230,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37232,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37234,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37235,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37236,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37238,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37240,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37241,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37242,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37243,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37244,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37246,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,37250,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38401,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38402,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38451,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38454,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38474,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38476,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38482,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38487,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38547,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38552,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38560,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38563,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38567,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TN,38569,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",202501
TX,73301,"Austin, TX","Austin-Round Rock, TX",202501
TX,73344,"Austin, TX","Austin-Round Rock, TX",202501
TX,76527,"Austin, TX","Austin-Round Rock, TX",202501
TX,76530,"Austin, TX","Austin-Round Rock, TX",202501
TX,76537,"Austin, TX","Austin-Round Rock, TX",202501
TX,76573,"Austin, TX","Austin-Round Rock, TX",202501
TX,76574,"Austin, TX","Austin-Round Rock, TX",202501
TX,76578,"Austin, TX","Austin-Round Rock, TX",202501
TX,78602,"Austin, TX","Austin-Round Rock, TX",202501
TX,78610,"Austin, TX","Austin-Round Rock, TX",202501
TX,78612,"Austin, TX","Austin-Round Rock, TX",202501
TX,78613,"Austin, TX","Austin-Round Rock, TX",202501
TX,78615,"Austin, TX","Austin-Round Rock, TX",202501
TX,78616,"Austin, TX","Austin-Round Rock, TX",202501
TX,78617,"Austin, TX","Austin-Round Rock, TX",202501
TX,78619,"Austin, TX","Austin-Round Rock, TX",202501
TX,78620,"Austin, TX","Austin-Round Rock, TX",202501
TX,78621,"Austin, TX","Austin-Round Rock, TX",202501
TX,78622,"Austin, TX","Austin-Round Rock, TX",202501
TX,78626,"Austin, TX","Austin-Round Rock, TX",202501
TX,78627,"Austin, TX","Austin-Round Rock, TX",202501
TX,78628,"Austin, TX","Austin-Round Rock, TX",202501
TX,78630,"Austin, TX","Austin-Round Rock, TX",202501
TX,78632,"Austin, TX","Austin-Round Rock, TX",202501
TX,78633,"Austin, TX","Austin-Round Rock, TX",202501
TX,78634,"Austin, TX","Austin-Round Rock, TX",202501
TX,78640,"Austin, TX","Austin-Round Rock, TX",202501
TX,78641,"Austin, TX","Austin-Round Rock, TX",202501
TX,78642,"Austin, TX","Austin-Round Rock, TX",202501
TX,78644,"Austin, TX","Austin-Round Rock, TX",202501
TX,78645,"Austin, TX","Austin-Round Rock, TX",202501
TX,78646,"Austin, TX","Austin-Round Rock, TX",202501
TX,78648,"Austin, TX","Austin-Round Rock, TX",202501
TX,78650,"Austin, TX","Austin-Round Rock, TX",202501
TX,78651,"Austin, TX","Austin-Round Rock, TX",202501
TX,78652,"Austin, TX","Austin-Round Rock, TX",202501
TX,78653,"Austin, TX","Austin-Round Rock, TX",202501
TX,78655,"Austin, TX","Austin-Round Rock, TX",202501
TX,78656,"Austin, TX","Austin-Round Rock, TX",202501
TX,78659,"Austin, TX","Austin-Round Rock, TX",202501
TX,78660,"Austin, TX","Austin-Round Rock, TX",202501
TX,78661,"Austin, TX","Austin-Round Rock, TX",202501
TX,78662,"Austin, TX","Austin-Round Rock, TX",202501
TX,78664,"Austin, TX","Austin-Round Rock, TX",202501
TX,78665,"Austin, TX","Austin-Round Rock, TX",202501
TX,78666,"Austin, TX","Austin-Round Rock, TX",202501
TX,78667,"Austin, TX","Austin-Round Rock, TX",202501
TX,78669,"Austin, TX","Austin-Round Rock, TX",202501
TX,78673,"Austin, TX","Austin-Round Rock, TX",202501
TX,78674,"Austin, TX","Austin-Round Rock, TX",202501
TX,78676,"Austin, TX","Austin-Round Rock, TX",202501
TX,78680,"Austin, TX","Austin-Round Rock, TX",202501
TX,78681,"Austin, TX","Austin-Round Rock, TX",202501
TX,78682,"Austin, TX","Austin-Round Rock, TX",202501
TX,78683,"Austin, TX","Austin-Round Rock, TX",202501
TX,78691,"Austin, TX","Austin-Round Rock, TX",202501
TX,78701,"Austin, TX","Austin-Round Rock, TX",202501
TX,78702,"Austin, TX","Austin-Round Rock, TX",202501
TX,78703,"Austin, TX","Austin-Round Rock, TX",202501
TX,78704,"Austin, TX","Austin-Round Rock, TX",202501
TX,78705,"Austin, TX","Austin-Round Rock, TX",202501
TX,78708,"Austin, TX","Austin-Round Rock, TX",202501
TX,78709,"Austin, TX","Austin-Round Rock, TX",202501
TX,78710,"Austin, TX","Austin-Round Rock, TX",202501
TX,78711,"Austin, TX","Austin-Round Rock, TX",202501
TX,78712,"Austin, TX","Austin-Round Rock, TX",202501
TX,78713,"Austin, TX","Austin-Round Rock, TX",202501
TX,78714,"Austin, TX","Austin-Round Rock, TX",202501
TX,78715,"Austin, TX","Austin-Round Rock, TX",202501
TX,78716,"Austin, TX","Austin-Round Rock, TX",202501
TX,78717,"Austin, TX","Austin-Round Rock, TX",202501
TX,78718,"Austin, TX","Austin-Round Rock, TX",202501
TX,78719,"Austin, TX","Austin-Round Rock, TX",202501
TX,78720,"Austin, TX","Austin-Round Rock, TX",202501
TX,78721,"Austin, TX","Austin-Round Rock, TX",202501
TX,78722,"Austin, TX","Austin-Round Rock, TX",202501
TX,78723,"Austin, TX","Austin-Round Rock, TX",202501
TX,78724,"Austin, TX","Austin-Round Rock, TX",202501
TX,78725,"Austin, TX","Austin-Round Rock, TX",202501
TX,78726,"Austin, TX","Austin-Round Rock, TX",202501
TX,78727,"Austin, TX","Austin-Round Rock, TX",202501
TX,78728,"Austin, TX","Austin-Round Rock, TX",202501
TX,78729,"Austin, TX","Austin-Round Rock, TX",202501
TX,78730,"Austin, TX","Austin-Round Rock, TX",202501
TX,78731,"Austin, TX","Austin-Round Rock, TX",202501
TX,78732,"Austin, TX","Austin-Round Rock, TX",202501
TX,78733,"Austin, TX","Austin-Round Rock, TX",202501
TX,78734,"Austin, TX","Austin-Round Rock, TX",202501
TX,78735,"Austin, TX","Austin-Round Rock, TX",202501
TX,78736,"Austin, TX","Austin-Round Rock, TX",202501
TX,78737,"Austin, TX","Austin-Round Rock, TX",202501
TX,78738,"Austin, TX","Austin-Round Rock, TX",202501
TX,78739,"Austin, TX","Austin-Round Rock, TX",202501
TX,78741,"Austin, TX","Austin-Round Rock, TX",202501
TX,78742,"Austin, TX","Austin-Round Rock, TX",202501
TX,78744,"Austin, TX","Austin-Round Rock, TX",202501
TX,78745,"Austin, TX","Austin-Round Rock, TX",202501
TX,78746,"Austin, TX","Austin-Round Rock, TX",202501
TX,78747,"Austin, TX","Austin-Round Rock, TX",202501
TX,78748,"Austin, TX","Austin-Round Rock, TX",202501
TX,78749,"Austin, TX","Austin-Round Rock, TX",202501
TX,78750,"Austin, TX","Austin-Round Rock, TX",202501
TX,78751,"Austin, TX","Austin-Round Rock, TX",202501
TX,78752,"Austin, TX","Austin-Round Rock, TX",202501
TX,78753,"Austin, TX","Austin-Round Rock, TX",202501
TX,78754,"Austin, TX","Austin-Round Rock, TX",202501
TX,78755,"Austin, TX","Austin-Round Rock, TX",202501
TX,78756,"Austin, TX","Austin-Round Rock, TX",202501
TX,78757,"Austin, TX","Austin-Round Rock, TX",202501
TX,78758,"Austin, TX","Austin-Round Rock, TX",202501
TX,78759,"Austin, TX","Austin-Round Rock, TX",202501
TX,78760,"Austin, TX","Austin-Round Rock, TX",202501
TX,78761,"Austin, TX","Austin-Round Rock, TX",202501
TX,78762,"Austin, TX","Austin-Round Rock, TX",202501
TX,78763,"Austin, TX","Austin-Round Rock, TX",202501
TX,78764,"Austin, TX","Austin-Round Rock, TX",202501
TX,78765,"Austin, TX","Austin-Round Rock, TX",202501
TX,78766,"Austin, TX","Austin-Round Rock, TX",202501
TX,78767,"Austin, TX","Austin-Round Rock, TX",202501
TX,78768,"Austin, TX","Austin-Round Rock, TX",202501
TX,78772,"Austin, TX","Austin-Round Rock, TX",202501
TX,78773,"Austin, TX","Austin-Round Rock, TX",202501
TX,78774,"Austin, TX","Austin-Round Rock, TX",202501
TX,78778,"Austin, TX","Austin-Round Rock, TX",202501
TX,78779,"Austin, TX","Austin-Round Rock, TX",202501
TX,78783,"Austin, TX","Austin-Round Rock, TX",202501
TX,78799,"Austin, TX","Austin-Round Rock, TX",202501
TX,78953,"Austin, TX","Austin-Round Rock, TX",202501
TX,78957,"Austin, TX","Austin-Round Rock, TX",202501
TX,75928,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,75932,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,75933,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,75966,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,75977,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77374,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77376,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77519,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77585,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77611,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77613,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77614,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77619,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77622,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77625,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77626,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77627,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77629,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77630,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77631,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77632,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77639,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77640,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77641,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77642,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77643,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77651,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77655,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77656,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77657,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77659,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77662,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77663,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77670,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77701,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77702,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77703,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77704,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77705,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77706,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77707,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77708,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77710,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77713,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77720,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77725,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,77726,"Beaumont, TX","Beaumont-Port Arthur, TX",202501
TX,75001,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75002,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75006,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75007,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75009,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75010,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75011,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75013,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75014,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75015,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75016,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75017,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75019,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75022,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75023,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75024,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75025,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75026,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75027,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75028,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75029,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75030,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75032,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75033,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75034,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75035,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75036,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75038,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75039,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75040,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75041,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75042,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75043,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75044,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75045,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75046,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75047,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75048,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75049,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75050,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75051,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75052,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75053,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75054,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75056,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75057,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75059,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75060,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75061,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75062,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75063,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75064,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75065,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75067,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75068,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75069,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75070,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75071,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75072,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75074,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75075,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75077,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75078,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75080,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75081,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75082,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75083,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75085,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75086,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75087,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75088,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75089,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75093,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75094,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75097,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75098,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75099,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75101,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75104,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75106,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75114,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75115,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75116,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
